season,gender,match_date,home_team,away_team,home_score,away_score,outcome,match_url,set_1_home,set_1_away,set_2_home,set_2_away,set_3_home,set_3_away,set_4_home,set_4_away,set_5_home,set_5_away
2023,women,2023-07-16,China W,Turkey W,1,3,0,https://www.flashscore.com/match/0nZyjUVk/#/match-summary,22,25,25,22,19,25,16,25,,
2023,women,2023-07-16,Poland W,USA W,3,2,1,https://www.flashscore.com/match/vwYuklod/#/match-summary,25,15,16,25,25,19,18,25,17,15
2023,women,2023-07-15,USA W,Turkey W,1,3,0,https://www.flashscore.com/match/2NT0wGKj/#/match-summary,21,25,14,25,26,24,25,27,,
2023,women,2023-07-15,Poland W,China W,0,3,0,https://www.flashscore.com/match/hxETIG83/#/match-summary,18,25,23,25,23,25,,,,
2023,women,2023-07-13,Turkey W,Italy W,3,0,1,https://www.flashscore.com/match/veJ5x830/#/match-summary,25,20,25,15,25,18,,,,
2023,women,2023-07-13,Brazil W,China W,1,3,0,https://www.flashscore.com/match/6sLcvUYm/#/match-summary,21,25,20,25,25,20,23,25,,
2023,women,2023-07-12,USA W,Japan W,3,1,1,https://www.flashscore.com/match/pYJ1wllf/#/match-summary,25,23,25,21,18,25,25,18,,
2023,women,2023-07-12,Poland W,Germany W,3,1,1,https://www.flashscore.com/match/hbN9ySI6/#/match-summary,25,12,21,25,25,21,26,24,,
2023,women,2023-07-02,Thailand W,Brazil W,0,3,0,https://www.flashscore.com/match/CxHjzUL1/#/match-summary,20,25,16,25,23,25,,,,
2023,women,2023-07-02,Italy W,Japan W,3,1,1,https://www.flashscore.com/match/IFHnyA6e/#/match-summary,25,23,25,23,17,25,25,22,,
2023,women,2023-07-02,China W,USA W,3,2,1,https://www.flashscore.com/match/tbfbcpoT/#/match-summary,18,25,25,19,19,25,25,20,15,8
2023,women,2023-07-02,Croatia W,Turkey W,0,3,0,https://www.flashscore.com/match/vPIrxjik/#/match-summary,14,25,23,25,18,25,,,,
2023,women,2023-07-02,Poland W,South Korea W,3,0,1,https://www.flashscore.com/match/27efbQVM/#/match-summary,25,23,25,18,25,16,,,,
2023,women,2023-07-01,Serbia W,Bulgaria W,3,2,1,https://www.flashscore.com/match/pW0ka6GG/#/match-summary,20,25,25,16,25,14,17,25,15,4
2023,women,2023-07-01,Thailand W,Japan W,0,3,0,https://www.flashscore.com/match/MmOwwWyq/#/match-summary,18,25,22,25,20,25,,,,
2023,women,2023-07-01,Netherlands W,Canada W,2,3,0,https://www.flashscore.com/match/KvxCsCTR/#/match-summary,27,25,16,25,25,18,23,25,9,15
2023,women,2023-07-01,Germany W,USA W,1,3,0,https://www.flashscore.com/match/6u2o0n1A/#/match-summary,22,25,25,18,22,25,13,25,,
2023,women,2023-07-01,Italy W,Croatia W,3,0,1,https://www.flashscore.com/match/QHx8rhEL/#/match-summary,25,14,25,17,25,17,,,,
2023,women,2023-07-01,South Korea W,China W,1,3,0,https://www.flashscore.com/match/CI2s1So4/#/match-summary,13,25,21,25,25,21,15,25,,
2023,women,2023-06-30,Serbia W,Dominican Republic W,2,3,0,https://www.flashscore.com/match/0raw28Wc/#/match-summary,25,22,15,25,25,23,19,25,10,15
2023,women,2023-06-30,Brazil W,Turkey W,0,3,0,https://www.flashscore.com/match/SWJ4qYbF/#/match-summary,22,25,16,25,22,25,,,,
2023,women,2023-06-30,China W,Dominican Republic W,2,3,0,https://www.flashscore.com/match/IJ9Y2lHi/#/match-summary,25,20,20,25,25,22,20,25,13,15
2023,women,2023-06-30,Netherlands W,Japan W,3,1,1,https://www.flashscore.com/match/p8UapEq9/#/match-summary,25,22,25,17,21,25,25,20,,
2023,women,2023-06-30,Germany W,Serbia W,1,3,0,https://www.flashscore.com/match/vTAU3U1o/#/match-summary,17,25,25,23,16,25,28,30,,
2023,women,2023-06-30,Canada W,Italy W,2,3,0,https://www.flashscore.com/match/6HVeofU2/#/match-summary,25,22,23,25,14,25,26,24,10,15
2023,women,2023-06-30,Bulgaria W,Poland W,1,3,0,https://www.flashscore.com/match/jDHnuoPp/#/match-summary,28,26,19,25,16,25,15,25,,
2023,women,2023-06-29,Thailand W,Turkey W,0,3,0,https://www.flashscore.com/match/I1xEMAi2/#/match-summary,15,25,15,25,20,25,,,,
2023,women,2023-06-29,Brazil W,Canada W,2,3,0,https://www.flashscore.com/match/vBwANjxd/#/match-summary,30,28,22,25,23,25,25,21,15,17
2023,women,2023-06-29,Dominican Republic W,South Korea W,3,0,1,https://www.flashscore.com/match/EmfJdDfI/#/match-summary,25,18,25,18,25,16,,,,
2023,women,2023-06-29,USA W,Bulgaria W,3,0,1,https://www.flashscore.com/match/WO4EcguC/#/match-summary,25,15,25,17,25,17,,,,
2023,women,2023-06-29,Croatia W,Netherlands W,0,3,0,https://www.flashscore.com/match/dnl5OWMk/#/match-summary,20,25,11,25,15,25,,,,
2023,women,2023-06-29,Poland W,Germany W,3,2,1,https://www.flashscore.com/match/IL0AbZP5/#/match-summary,15,25,25,19,25,19,19,25,17,15
2023,women,2023-06-28,Brazil W,Italy W,3,2,1,https://www.flashscore.com/match/rqp1PC7q/#/match-summary,26,28,25,20,19,25,25,21,15,10
2023,women,2023-06-28,China W,Serbia W,1,3,0,https://www.flashscore.com/match/Ob16aFAa/#/match-summary,13,25,25,17,23,25,20,25,,
2023,women,2023-06-28,Japan W,Turkey W,3,2,1,https://www.flashscore.com/match/Q3cZThaS/#/match-summary,25,23,25,23,21,25,16,25,15,9
2023,women,2023-06-28,USA W,Poland W,3,2,1,https://www.flashscore.com/match/p8220eeg/#/match-summary,17,25,25,15,27,25,28,30,16,14
2023,women,2023-06-27,Thailand W,Netherlands W,0,3,0,https://www.flashscore.com/match/nDbVUYqM/#/match-summary,26,28,18,25,20,25,,,,
2023,women,2023-06-27,Bulgaria W,South Korea W,3,1,1,https://www.flashscore.com/match/IoW51ytm/#/match-summary,25,22,25,18,24,26,25,15,,
2023,women,2023-06-27,Croatia W,Canada W,0,3,0,https://www.flashscore.com/match/61sYVEUF/#/match-summary,21,25,21,25,26,28,,,,
2023,women,2023-06-27,Germany W,Dominican Republic W,3,1,1,https://www.flashscore.com/match/veX12HQt/#/match-summary,25,19,25,18,18,25,25,21,,
2023,women,2023-06-18,Germany W,South Korea W,3,1,1,https://www.flashscore.com/match/SArUWfF9/#/match-summary,25,19,25,17,25,27,25,12,,
2023,women,2023-06-18,Thailand W,Croatia W,0,3,0,https://www.flashscore.com/match/YmqQXz03/#/match-summary,17,25,21,25,20,25,,,,
2023,women,2023-06-18,Brazil W,USA W,0,3,0,https://www.flashscore.com/match/KpuMYGpc/#/match-summary,22,25,19,25,22,25,,,,
2023,women,2023-06-18,Italy W,China W,3,2,1,https://www.flashscore.com/match/Iu1wAX7d/#/match-summary,23,25,25,23,18,25,25,22,15,12
2023,women,2023-06-18,Dominican Republic W,Turkey W,1,3,0,https://www.flashscore.com/match/vk2ZADhj/#/match-summary,23,25,19,25,25,23,20,25,,
2023,women,2023-06-18,Bulgaria W,Netherlands W,0,3,0,https://www.flashscore.com/match/AFcVBgwp/#/match-summary,24,26,17,25,17,25,,,,
2023,women,2023-06-17,Serbia W,Croatia W,3,1,1,https://www.flashscore.com/match/86B3GZUS/#/match-summary,25,16,25,11,23,25,25,17,,
2023,women,2023-06-17,Japan W,USA W,3,2,1,https://www.flashscore.com/match/QsMbHFFM/#/match-summary,23,25,25,23,25,19,23,25,15,6
2023,women,2023-06-17,Brazil W,Germany W,3,1,1,https://www.flashscore.com/match/E7IfIe0G/#/match-summary,25,22,25,18,22,25,25,17,,
2023,women,2023-06-17,Poland W,China W,3,0,1,https://www.flashscore.com/match/KpJjJyoA/#/match-summary,25,20,25,23,25,22,,,,
2023,women,2023-06-17,Netherlands W,Italy W,2,3,0,https://www.flashscore.com/match/tfKnKHV3/#/match-summary,25,22,22,25,20,25,25,18,17,19
2023,women,2023-06-17,Dominican Republic W,Canada W,3,2,1,https://www.flashscore.com/match/OIPsLcGc/#/match-summary,22,25,25,13,25,17,23,25,15,10
2023,women,2023-06-16,Serbia W,Thailand W,3,2,1,https://www.flashscore.com/match/pSQwMw1i/#/match-summary,24,26,22,25,25,17,25,12,16,14
2023,women,2023-06-16,South Korea W,Croatia W,0,3,0,https://www.flashscore.com/match/WOxdcfOj/#/match-summary,23,25,21,25,14,25,,,,
2023,women,2023-06-16,Japan W,Germany W,2,3,0,https://www.flashscore.com/match/ILYibz9p/#/match-summary,23,25,25,14,22,25,25,20,8,15
2023,women,2023-06-16,Bulgaria W,China W,1,3,0,https://www.flashscore.com/match/xOKNF2vI/#/match-summary,25,20,7,25,10,25,15,25,,
2023,women,2023-06-16,Poland W,Netherlands W,0,3,0,https://www.flashscore.com/match/bXLJGrPB/#/match-summary,22,25,21,25,26,28,,,,
2023,women,2023-06-16,Turkey W,Canada W,3,0,1,https://www.flashscore.com/match/4d7GHO95/#/match-summary,25,15,25,22,25,20,,,,
2023,women,2023-06-15,Brazil W,Serbia W,3,2,1,https://www.flashscore.com/match/Q58CI4fa/#/match-summary,23,25,25,22,21,25,25,12,15,11
2023,women,2023-06-15,Japan W,South Korea W,3,0,1,https://www.flashscore.com/match/rsJ7Jpug/#/match-summary,25,18,25,13,25,19,,,,
2023,women,2023-06-15,Thailand W,USA W,0,3,0,https://www.flashscore.com/match/UwF3KQPn/#/match-summary,21,25,18,25,16,25,,,,
2023,women,2023-06-15,Dominican Republic W,Italy W,2,3,0,https://www.flashscore.com/match/zHFaL6At/#/match-summary,16,25,25,16,25,21,22,25,10,15
2023,women,2023-06-15,Poland W,Turkey W,3,0,1,https://www.flashscore.com/match/Y7TXPn2P/#/match-summary,25,22,25,20,30,28,,,,
2023,women,2023-06-15,Bulgaria W,Canada W,0,3,0,https://www.flashscore.com/match/djpk13PO/#/match-summary,15,25,13,25,15,25,,,,
2023,women,2023-06-14,Brazil W,South Korea W,3,0,1,https://www.flashscore.com/match/Iaoo2qAI/#/match-summary,31,29,25,16,25,16,,,,
2023,women,2023-06-14,Germany W,Thailand W,3,1,1,https://www.flashscore.com/match/C2rw45u6/#/match-summary,25,20,25,13,19,25,25,23,,
2023,women,2023-06-14,Netherlands W,Turkey W,0,3,0,https://www.flashscore.com/match/UwgY4oQa/#/match-summary,29,31,21,25,15,25,,,,
2023,women,2023-06-14,Italy W,Bulgaria W,3,0,1,https://www.flashscore.com/match/jmfU5RAg/#/match-summary,25,17,25,19,25,23,,,,
2023,women,2023-06-13,Japan W,Serbia W,2,3,0,https://www.flashscore.com/match/MDkQ67em/#/match-summary,25,16,20,25,25,16,20,25,10,15
2023,women,2023-06-13,Croatia W,USA W,1,3,0,https://www.flashscore.com/match/rNjM7mts/#/match-summary,25,17,22,25,18,25,15,25,,
2023,women,2023-06-13,China W,Canada W,3,0,1,https://www.flashscore.com/match/xtEgCTXP/#/match-summary,25,14,25,18,29,27,,,,
2023,women,2023-06-13,Dominican Republic W,Poland W,1,3,0,https://www.flashscore.com/match/OxAkD9IJ/#/match-summary,23,25,28,30,25,23,17,25,,
2023,women,2023-06-04,USA W,Turkey W,3,2,1,https://www.flashscore.com/match/AZL7lQuJ/#/match-summary,25,22,25,22,22,25,11,25,15,9
2023,women,2023-06-04,Canada W,Serbia W,3,2,1,https://www.flashscore.com/match/WrN3k6QC/#/match-summary,18,25,28,26,25,23,18,25,15,12
2023,women,2023-06-04,Thailand W,South Korea W,3,0,1,https://www.flashscore.com/match/jX56jnB6/#/match-summary,25,17,28,26,25,21,,,,
2023,women,2023-06-04,Japan W,China W,0,3,0,https://www.flashscore.com/match/Ct72iSe0/#/match-summary,18,25,25,27,25,27,,,,
2023,women,2023-06-04,Germany W,Bulgaria W,3,2,1,https://www.flashscore.com/match/IJ7bh8tf/#/match-summary,18,25,25,20,23,25,26,24,15,10
2023,women,2023-06-04,Croatia W,Brazil W,0,3,0,https://www.flashscore.com/match/4G3fglRm/#/match-summary,24,26,18,25,8,25,,,,
2023,women,2023-06-03,Turkey W,Italy W,3,0,1,https://www.flashscore.com/match/MiEkfUBs/#/match-summary,25,19,26,24,25,19,,,,
2023,women,2023-06-03,USA W,South Korea W,3,0,1,https://www.flashscore.com/match/KrSNbA3Q/#/match-summary,25,16,27,25,25,11,,,,
2023,women,2023-06-03,Poland W,Serbia W,3,0,1,https://www.flashscore.com/match/j9NJajlK/#/match-summary,25,18,25,22,30,28,,,,
2023,women,2023-06-03,Bulgaria W,Japan W,0,3,0,https://www.flashscore.com/match/CIOF0WYD/#/match-summary,20,25,17,25,19,25,,,,
2023,women,2023-06-03,China W,Netherlands W,3,1,1,https://www.flashscore.com/match/ADpXymdD/#/match-summary,27,25,23,25,25,22,25,20,,
2023,women,2023-06-03,Brazil W,Dominican Republic W,3,1,1,https://www.flashscore.com/match/CSRTxTt7/#/match-summary,27,25,20,25,25,21,27,25,,
2023,women,2023-06-02,USA W,Italy W,3,2,1,https://www.flashscore.com/match/I5SPw9R0/#/match-summary,25,16,14,25,22,25,25,20,15,9
2023,women,2023-06-02,Canada W,South Korea W,3,0,1,https://www.flashscore.com/match/vFTLvkCf/#/match-summary,25,17,25,16,25,18,,,,
2023,women,2023-06-02,Thailand W,Poland W,0,3,0,https://www.flashscore.com/match/MwZGuVdl/#/match-summary,20,25,16,25,15,25,,,,
2023,women,2023-06-02,Croatia W,Japan W,0,3,0,https://www.flashscore.com/match/rmzDtBsr/#/match-summary,17,25,19,25,20,25,,,,
2023,women,2023-06-02,Dominican Republic W,Netherlands W,3,2,1,https://www.flashscore.com/match/Q7mooiZQ/#/match-summary,25,18,22,25,25,18,21,25,15,11
2023,women,2023-06-02,China W,Germany W,3,0,1,https://www.flashscore.com/match/C4qsnXJK/#/match-summary,25,19,25,20,25,22,,,,
2023,women,2023-06-01,Turkey W,Serbia W,3,1,1,https://www.flashscore.com/match/UufxmD4E/#/match-summary,24,26,25,17,25,15,25,21,,
2023,women,2023-06-01,Poland W,Italy W,3,1,1,https://www.flashscore.com/match/jkeYmgk8/#/match-summary,21,25,25,20,25,14,25,18,,
2023,women,2023-06-01,Canada W,Thailand W,0,3,0,https://www.flashscore.com/match/Or7jP9C7/#/match-summary,17,25,24,26,21,25,,,,
2023,women,2023-06-01,Brazil W,Netherlands W,3,0,1,https://www.flashscore.com/match/ph8nQkc1/#/match-summary,25,23,25,23,25,21,,,,
2023,women,2023-06-01,Bulgaria W,Dominican Republic W,2,3,0,https://www.flashscore.com/match/2TIsRVse/#/match-summary,25,22,16,25,25,16,14,25,11,15
2023,women,2023-06-01,Croatia W,Germany W,0,3,0,https://www.flashscore.com/match/lQEwSBSl/#/match-summary,18,25,23,25,23,25,,,,
2023,women,2023-05-31,South Korea W,Turkey W,0,3,0,https://www.flashscore.com/match/f3FZSiDr/#/match-summary,14,25,17,25,24,26,,,,
2023,women,2023-05-31,Serbia W,USA W,2,3,0,https://www.flashscore.com/match/Iwh6pKrG/#/match-summary,20,25,25,19,25,21,21,25,12,15
2023,women,2023-05-31,China W,Brazil W,3,2,1,https://www.flashscore.com/match/02c1o0T9/#/match-summary,25,23,22,25,25,20,20,25,15,12
2023,women,2023-05-31,Croatia W,Bulgaria W,0,3,0,https://www.flashscore.com/match/MBbcntE3/#/match-summary,12,25,17,25,19,25,,,,
2023,women,2023-05-30,Poland W,Canada W,3,2,1,https://www.flashscore.com/match/SlagmMbc/#/match-summary,20,25,25,23,20,25,25,23,15,13
2023,women,2023-05-30,Italy W,Thailand W,3,2,1,https://www.flashscore.com/match/GEekl2qi/#/match-summary,24,26,25,17,27,29,30,28,15,11
2023,women,2023-05-30,Japan W,Dominican Republic W,3,1,1,https://www.flashscore.com/match/E9H6PI6j/#/match-summary,25,23,25,18,22,25,25,15,,
2023,women,2023-05-30,Germany W,Netherlands W,3,1,1,https://www.flashscore.com/match/zJI2Qbip/#/match-summary,25,21,25,22,20,25,25,22,,
