season,gender,match_date,home_team,away_team,home_score,away_score,outcome,match_url,set_1_home,set_1_away,set_2_home,set_2_away,set_3_home,set_3_away,set_4_home,set_4_away,set_5_home,set_5_away
2018,men,2018-07-08,France,Russia,0,3,0,https://www.flashscore.com/match/fFHVNvQ5/#/match-summary,22,25,20,25,23,25,,,,
2018,men,2018-07-08,USA,Brazil,3,0,1,https://www.flashscore.com/match/Y5GZMbuC/#/match-summary,25,21,28,26,28,26,,,,
2018,men,2018-07-07,Russia,Brazil,3,0,1,https://www.flashscore.com/match/A7w5bpTq/#/match-summary,25,17,25,18,25,14,,,,
2018,men,2018-07-07,France,USA,3,2,1,https://www.flashscore.com/match/8biw3QKS/#/match-summary,25,18,25,17,23,25,24,26,15,13
2018,men,2018-07-06,France,Serbia,3,0,1,https://www.flashscore.com/match/4bjqoGYm/#/match-summary,25,19,25,18,25,17,,,,
2018,men,2018-07-06,Russia,USA,3,0,1,https://www.flashscore.com/match/jFherEI6/#/match-summary,25,22,25,21,25,21,,,,
2018,men,2018-07-05,Serbia,Brazil,0,3,0,https://www.flashscore.com/match/OnZondJs/#/match-summary,16,25,26,28,19,25,,,,
2018,men,2018-07-05,USA,Poland,3,0,1,https://www.flashscore.com/match/xCliqf30/#/match-summary,28,26,25,17,25,18,,,,
2018,men,2018-07-04,France,Brazil,3,2,1,https://www.flashscore.com/match/MwmKjxBQ/#/match-summary,22,25,25,20,21,25,25,22,15,13
2018,men,2018-07-04,Russia,Poland,3,1,1,https://www.flashscore.com/match/rkkmpzlf/#/match-summary,25,18,25,23,22,25,25,17,,
2018,men,2018-06-24,Italy,USA,0,3,0,https://www.flashscore.com/match/tdqswS5s/#/match-summary,23,25,17,25,27,29,,,,
2018,men,2018-06-24,France,Russia,3,0,1,https://www.flashscore.com/match/bXwnxnLm/#/match-summary,25,20,25,13,25,18,,,,
2018,men,2018-06-24,Iran,Germany,3,2,1,https://www.flashscore.com/match/l4yFZhak/#/match-summary,25,20,23,25,25,22,22,25,15,11
2018,men,2018-06-24,Bulgaria,South Korea,3,2,1,https://www.flashscore.com/match/IwtJYCEe/#/match-summary,19,25,25,22,25,18,22,25,15,12
2018,men,2018-06-24,China,Serbia,1,3,0,https://www.flashscore.com/match/ADxBzZqq/#/match-summary,21,25,22,25,25,17,15,25,,
2018,men,2018-06-24,Japan,Canada,0,3,0,https://www.flashscore.com/match/4WaruFyS/#/match-summary,23,25,20,25,22,25,,,,
2018,men,2018-06-24,Australia,Poland,0,3,0,https://www.flashscore.com/match/bDsVqwNd/#/match-summary,16,25,24,26,23,25,,,,
2018,men,2018-06-23,Brazil,Argentina,0,3,0,https://www.flashscore.com/match/pAgmLgpd/#/match-summary,23,25,22,25,21,25,,,,
2018,men,2018-06-23,Italy,France,3,0,1,https://www.flashscore.com/match/xOxjy6zf/#/match-summary,25,21,25,22,27,25,,,,
2018,men,2018-06-23,USA,Russia,0,3,0,https://www.flashscore.com/match/WpxfzQk0/#/match-summary,23,25,15,25,23,25,,,,
2018,men,2018-06-23,Iran,Bulgaria,3,1,1,https://www.flashscore.com/match/dUvNXWT1/#/match-summary,25,22,25,15,23,25,25,14,,
2018,men,2018-06-23,China,Canada,0,3,0,https://www.flashscore.com/match/jTevteML/#/match-summary,21,25,23,25,22,25,,,,
2018,men,2018-06-23,Germany,South Korea,3,0,1,https://www.flashscore.com/match/bZI5dG62/#/match-summary,25,23,25,18,25,19,,,,
2018,men,2018-06-23,Brazil,Poland,3,1,1,https://www.flashscore.com/match/nZDCRe7S/#/match-summary,25,22,25,23,23,25,25,23,,
2018,men,2018-06-23,Japan,Serbia,1,3,0,https://www.flashscore.com/match/d6dzsy7F/#/match-summary,28,26,33,35,21,25,18,25,,
2018,men,2018-06-23,Australia,Argentina,1,3,0,https://www.flashscore.com/match/Ia98SyhM/#/match-summary,20,25,19,25,25,20,21,25,,
2018,men,2018-06-22,Italy,Russia,0,3,0,https://www.flashscore.com/match/pltbZq56/#/match-summary,21,25,22,25,20,25,,,,
2018,men,2018-06-22,USA,France,2,3,0,https://www.flashscore.com/match/SCV2Y3KC/#/match-summary,21,25,25,23,28,26,20,25,12,15
2018,men,2018-06-22,Iran,South Korea,3,1,1,https://www.flashscore.com/match/A9M9ezM8/#/match-summary,27,25,23,25,25,22,25,23,,
2018,men,2018-06-22,Bulgaria,Germany,2,3,0,https://www.flashscore.com/match/4WLDffyF/#/match-summary,25,21,22,25,25,23,23,25,13,15
2018,men,2018-06-22,China,Japan,3,1,1,https://www.flashscore.com/match/IFcWsHi9/#/match-summary,25,16,25,21,18,25,25,22,,
2018,men,2018-06-22,Australia,Brazil,0,3,0,https://www.flashscore.com/match/W6kqMZUk/#/match-summary,22,25,19,25,19,25,,,,
2018,men,2018-06-22,Poland,Argentina,3,0,1,https://www.flashscore.com/match/lr0vNFFq/#/match-summary,26,24,25,20,29,27,,,,
2018,men,2018-06-22,Canada,Serbia,0,3,0,https://www.flashscore.com/match/x4tZrcx3/#/match-summary,21,25,18,25,17,25,,,,
2018,men,2018-06-17,USA,Iran,3,0,1,https://www.flashscore.com/match/8AZ3PmKp/#/match-summary,29,27,25,20,26,24,,,,
2018,men,2018-06-17,Poland,Serbia,0,3,0,https://www.flashscore.com/match/jVnxUTBT/#/match-summary,23,25,23,25,23,25,,,,
2018,men,2018-06-17,Bulgaria,Brazil,3,2,1,https://www.flashscore.com/match/dpLaUcN9/#/match-summary,25,22,19,25,25,15,18,25,15,12
2018,men,2018-06-17,Germany,Russia,0,3,0,https://www.flashscore.com/match/nX6CZXsh/#/match-summary,18,25,24,26,18,25,,,,
2018,men,2018-06-17,France,Canada,3,2,1,https://www.flashscore.com/match/v9A4THxG/#/match-summary,25,19,22,25,25,22,24,26,16,14
2018,men,2018-06-17,Argentina,Japan,2,3,0,https://www.flashscore.com/match/UedHYicb/#/match-summary,24,26,25,12,25,23,23,25,11,15
2018,men,2018-06-17,Italy,Australia,1,3,0,https://www.flashscore.com/match/Q3wVMfbn/#/match-summary,25,27,25,18,19,25,23,25,,
2018,men,2018-06-17,South Korea,China,3,0,1,https://www.flashscore.com/match/fwrZLEDh/#/match-summary,25,21,25,21,25,22,,,,
2018,men,2018-06-16,USA,Poland,3,0,1,https://www.flashscore.com/match/xSrYU9dN/#/match-summary,25,20,25,19,25,19,,,,
2018,men,2018-06-16,Iran,Serbia,2,3,0,https://www.flashscore.com/match/f3gTVksH/#/match-summary,25,21,22,25,25,27,25,20,11,15
2018,men,2018-06-16,Russia,Japan,3,0,1,https://www.flashscore.com/match/YT28zESo/#/match-summary,25,16,25,22,25,23,,,,
2018,men,2018-06-16,Bulgaria,Canada,3,0,1,https://www.flashscore.com/match/4x3hWJhc/#/match-summary,25,22,25,19,29,27,,,,
2018,men,2018-06-16,Germany,Argentina,3,1,1,https://www.flashscore.com/match/KQEQBUko/#/match-summary,25,19,25,19,20,25,25,22,,
2018,men,2018-06-16,France,Brazil,3,0,1,https://www.flashscore.com/match/ba2dVw83/#/match-summary,25,19,25,23,25,23,,,,
2018,men,2018-06-16,Australia,China,3,1,1,https://www.flashscore.com/match/MkZkIWCH/#/match-summary,25,27,41,39,29,27,25,21,,
2018,men,2018-06-16,South Korea,Italy,2,3,0,https://www.flashscore.com/match/SSZoJCcB/#/match-summary,23,25,19,25,25,22,25,22,12,15
