season,gender,match_date,home_team,away_team,home_score,away_score,outcome,set_1_home,set_1_away,set_2_home,set_2_away,set_3_home,set_3_away,set_4_home,set_4_away,set_5_home,set_5_away,match_url
2022,women,2022-07-02,Turkey,USA,2,3,0,22,25,25,18,25,27,25,23,16,18,https://www.flashscore.com/match/viZfptc8/#/match-summary
2022,women,2022-07-02,Italy,Bulgaria,3,0,1,25,12,25,19,25,21,,,,,https://www.flashscore.com/match/jB6NLvuF/#/match-summary
2022,women,2022-07-02,Brazil,Thailand,3,1,1,25,18,26,24,23,25,25,23,,,https://www.flashscore.com/match/ULi4NIke/#/match-summary
2022,women,2022-07-02,Dominican Republic,Poland,3,2,1,20,25,38,36,25,20,13,25,15,9,https://www.flashscore.com/match/ncn9Mx51/#/match-summary
2022,women,2022-07-01,Serbia,Canada,3,1,1,25,20,25,14,20,25,25,22,,,https://www.flashscore.com/match/jVh0Obzk/#/match-summary
2022,women,2022-07-01,Turkey,Japan,3,1,1,25,20,25,15,18,25,25,22,,,https://www.flashscore.com/match/d8gdPvLr/#/match-summary
2022,women,2022-07-01,Belgium,Netherlands,1,3,0,25,21,24,26,20,25,21,25,,,https://www.flashscore.com/match/Kn2UTKCR/#/match-summary
2022,women,2022-07-01,Brazil,Bulgaria,3,0,1,25,21,25,20,25,18,,,,,https://www.flashscore.com/match/fVXu91e9/#/match-summary
2022,women,2022-07-01,Italy,South Korea,3,1,1,25,17,23,25,25,15,25,19,,,https://www.flashscore.com/match/Qa9zQBBg/#/match-summary
2022,women,2022-07-01,China,Dominican Republic,3,0,1,25,19,25,16,25,15,,,,,https://www.flashscore.com/match/dQ4WQidm/#/match-summary
2022,women,2022-06-30,USA,Serbia,3,0,1,25,17,33,31,25,16,,,,,https://www.flashscore.com/match/CGFDX2D2/#/match-summary
2022,women,2022-06-30,Germany,Belgium,3,1,1,20,25,25,18,25,22,25,20,,,https://www.flashscore.com/match/AByV8Jz2/#/match-summary
2022,women,2022-06-30,Turkey,Netherlands,3,0,1,25,23,25,11,25,21,,,,,https://www.flashscore.com/match/d8XQ9aLe/#/match-summary
2022,women,2022-06-30,South Korea,Brazil,0,3,0,17,25,19,25,13,25,,,,,https://www.flashscore.com/match/r1ijG1rS/#/match-summary
2022,women,2022-06-30,Poland,China,0,3,0,8,25,23,25,20,25,,,,,https://www.flashscore.com/match/2oYMAu6k/#/match-summary
2022,women,2022-06-30,Thailand,Dominican Republic,1,3,0,25,22,23,25,23,25,21,25,,,https://www.flashscore.com/match/OfZIBLjq/#/match-summary
2022,women,2022-06-29,Belgium,USA,0,3,0,16,25,21,25,19,25,,,,,https://www.flashscore.com/match/4AhnHsTL/#/match-summary
2022,women,2022-06-29,Japan,Netherlands,2,3,0,25,23,20,25,26,24,21,25,10,15,https://www.flashscore.com/match/AmgrINDF/#/match-summary
2022,women,2022-06-29,Italy,Poland,3,1,1,25,27,25,20,28,26,25,18,,,https://www.flashscore.com/match/Ai9qcMyj/#/match-summary
2022,women,2022-06-29,Thailand,South Korea,3,0,1,25,11,25,22,25,17,,,,,https://www.flashscore.com/match/SSJvb2Mq/#/match-summary
2022,women,2022-06-28,Canada,Turkey,3,1,1,25,22,21,25,25,22,25,23,,,https://www.flashscore.com/match/xb1VKPTd/#/match-summary
2022,women,2022-06-28,Serbia,Germany,3,1,1,17,25,25,16,25,21,25,18,,,https://www.flashscore.com/match/lr8mdtid/#/match-summary
2022,women,2022-06-28,Dominican Republic,Bulgaria,0,3,0,15,25,13,25,21,25,,,,,https://www.flashscore.com/match/08YyAst3/#/match-summary
2022,women,2022-06-28,China,Brazil,2,3,0,20,25,23,25,25,18,25,21,11,15,https://www.flashscore.com/match/Gl0ZJqq3/#/match-summary
2022,women,2022-06-19,Turkey,South Korea,3,1,1,20,25,25,13,25,19,25,15,,,https://www.flashscore.com/match/j7SC2rES/#/match-summary
2022,women,2022-06-19,Germany,Dominican Republic,1,3,0,23,25,23,25,25,11,25,27,,,https://www.flashscore.com/match/dpT83ObM/#/match-summary
2022,women,2022-06-19,Brazil,Serbia,3,0,1,25,21,25,9,25,21,,,,,https://www.flashscore.com/match/IgU444qG/#/match-summary
2022,women,2022-06-19,Japan,China,3,1,1,19,25,25,16,25,23,25,12,,,https://www.flashscore.com/match/jXc85pU9/#/match-summary
2022,women,2022-06-19,Thailand,USA,1,3,0,25,17,13,25,23,25,18,25,,,https://www.flashscore.com/match/Cta46QE3/#/match-summary
2022,women,2022-06-19,Bulgaria,Belgium,2,3,0,22,25,23,25,25,20,25,20,15,17,https://www.flashscore.com/match/YZBIMKP8/#/match-summary
2022,women,2022-06-18,Netherlands,South Korea,3,0,1,25,11,25,21,25,18,,,,,https://www.flashscore.com/match/4Ged8npi/#/match-summary
2022,women,2022-06-18,Germany,Turkey,0,3,0,22,25,21,25,22,25,,,,,https://www.flashscore.com/match/2BHDq37j/#/match-summary
2022,women,2022-06-18,Italy,Brazil,3,1,1,25,17,25,15,14,25,25,14,,,https://www.flashscore.com/match/OKI9pqhp/#/match-summary
2022,women,2022-06-18,USA,China,3,0,1,25,21,25,23,25,21,,,,,https://www.flashscore.com/match/WSQskPqT/#/match-summary
2022,women,2022-06-18,Belgium,Poland,3,2,1,25,20,15,25,25,22,22,25,15,13,https://www.flashscore.com/match/hxSwj5UM/#/match-summary
2022,women,2022-06-18,Bulgaria,Canada,3,0,1,26,24,25,22,25,21,,,,,https://www.flashscore.com/match/fqDEN0A2/#/match-summary
2022,women,2022-06-17,Netherlands,Dominican Republic,2,3,0,25,23,20,25,21,25,25,15,7,15,https://www.flashscore.com/match/bwZUiRaA/#/match-summary
2022,women,2022-06-17,Serbia,Turkey,3,2,1,25,19,15,25,20,25,25,22,15,13,https://www.flashscore.com/match/4GZQh7p4/#/match-summary
2022,women,2022-06-17,Germany,Italy,0,3,0,19,25,22,25,25,27,,,,,https://www.flashscore.com/match/QPzNgmVc/#/match-summary
2022,women,2022-06-17,Japan,Thailand,3,0,1,25,22,25,16,25,14,,,,,https://www.flashscore.com/match/8ltIfTFi/#/match-summary
2022,women,2022-06-17,China,Canada,3,1,1,25,16,18,25,25,12,25,18,,,https://www.flashscore.com/match/UcsEe90o/#/match-summary
2022,women,2022-06-17,Poland,USA,0,3,0,12,25,21,25,16,25,,,,,https://www.flashscore.com/match/GfgWWPNp/#/match-summary
2022,women,2022-06-16,Netherlands,Brazil,0,3,0,16,25,15,25,23,25,,,,,https://www.flashscore.com/match/4IQ2lhgI/#/match-summary
2022,women,2022-06-16,Italy,Dominican Republic,3,2,1,25,23,20,25,25,19,16,25,15,12,https://www.flashscore.com/match/MgybkYwC/#/match-summary
2022,women,2022-06-16,Serbia,South Korea,3,0,1,40,38,25,22,25,22,,,,,https://www.flashscore.com/match/r3xfjEO5/#/match-summary
2022,women,2022-06-16,Bulgaria,Japan,0,3,0,20,25,16,25,23,25,,,,,https://www.flashscore.com/match/ttPWbHX1/#/match-summary
2022,women,2022-06-16,Canada,Belgium,3,1,1,25,22,25,21,22,25,25,22,,,https://www.flashscore.com/match/dnvnhzfg/#/match-summary
2022,women,2022-06-16,Poland,Thailand,3,2,1,22,25,27,29,25,16,25,16,15,13,https://www.flashscore.com/match/ENlsgGvm/#/match-summary
2022,women,2022-06-15,Brazil,Turkey,3,1,1,19,25,25,23,25,23,25,23,,,https://www.flashscore.com/match/0KpwfdPt/#/match-summary
2022,women,2022-06-15,Dominican Republic,South Korea,3,0,1,25,21,25,17,25,13,,,,,https://www.flashscore.com/match/rubBbxHP/#/match-summary
2022,women,2022-06-15,China,Belgium,3,0,1,25,19,25,22,25,14,,,,,https://www.flashscore.com/match/4la7aI1J/#/match-summary
2022,women,2022-06-15,Bulgaria,USA,0,3,0,20,25,22,25,20,25,,,,,https://www.flashscore.com/match/re6TacIe/#/match-summary
2022,women,2022-06-14,Serbia,Italy,1,3,0,25,21,14,25,15,25,20,25,,,https://www.flashscore.com/match/nDUMi6rD/#/match-summary
2022,women,2022-06-14,Netherlands,Germany,1,3,0,20,25,19,25,25,12,22,25,,,https://www.flashscore.com/match/hjVIhnT6/#/match-summary
2022,women,2022-06-14,Japan,Poland,3,0,1,25,21,25,21,25,21,,,,,https://www.flashscore.com/match/f5CFgSD0/#/match-summary
2022,women,2022-06-14,Canada,Thailand,0,3,0,19,25,22,25,24,26,,,,,https://www.flashscore.com/match/CtNAf8bf/#/match-summary
2022,women,2022-06-05,South Korea,Canada,0,3,0,21,25,13,25,16,25,,,,,https://www.flashscore.com/match/YkO6elql/#/match-summary
2022,women,2022-06-05,Japan,USA,3,0,1,25,22,25,20,25,20,,,,,https://www.flashscore.com/match/4GJ2dUTs/#/match-summary
2022,women,2022-06-05,Poland,Germany,3,2,1,27,25,25,22,14,25,23,25,15,7,https://www.flashscore.com/match/27Xz1ALQ/#/match-summary
2022,women,2022-06-05,Turkey,Belgium,3,1,1,15,25,25,21,25,21,25,15,,,https://www.flashscore.com/match/KrrW1j6K/#/match-summary
2022,women,2022-06-05,Thailand,China,3,2,1,25,23,13,25,14,25,25,23,15,11,https://www.flashscore.com/match/hxjpvmED/#/match-summary
2022,women,2022-06-05,Serbia,Netherlands,3,2,1,27,25,25,16,17,25,22,25,15,13,https://www.flashscore.com/match/6uvS2WjE/#/match-summary
2022,women,2022-06-04,USA,Brazil,3,0,1,25,21,25,20,25,18,,,,,https://www.flashscore.com/match/EoituTb7/#/match-summary
2022,women,2022-06-04,Dominican Republic,Japan,1,3,0,17,25,25,20,21,25,10,25,,,https://www.flashscore.com/match/YZZrt9q1/#/match-summary
2022,women,2022-06-04,South Korea,Poland,0,3,0,9,25,23,25,11,25,,,,,https://www.flashscore.com/match/fqyuskUf/#/match-summary
2022,women,2022-06-04,Bulgaria,Turkey,0,3,0,19,25,21,25,16,25,,,,,https://www.flashscore.com/match/0WGO0w3k/#/match-summary
2022,women,2022-06-04,China,Italy,3,1,1,25,13,20,25,25,22,25,18,,,https://www.flashscore.com/match/nJXWrBar/#/match-summary
2022,women,2022-06-04,Thailand,Belgium,2,3,0,22,25,25,18,25,23,21,25,13,15,https://www.flashscore.com/match/txe4miiR/#/match-summary
2022,women,2022-06-03,USA,Canada,3,0,1,25,14,25,22,25,19,,,,,https://www.flashscore.com/match/2od0lXyL/#/match-summary
2022,women,2022-06-03,Dominican Republic,Brazil,1,3,0,9,25,25,16,18,25,17,25,,,https://www.flashscore.com/match/YBidkDME/#/match-summary
2022,women,2022-06-03,Germany,South Korea,3,0,1,25,22,25,15,25,16,,,,,https://www.flashscore.com/match/fLhhjg78/#/match-summary
2022,women,2022-06-03,Turkey,China,1,3,0,16,25,25,20,16,25,22,25,,,https://www.flashscore.com/match/hGE9R9U7/#/match-summary
2022,women,2022-06-03,Netherlands,Italy,0,3,0,19,25,15,25,15,25,,,,,https://www.flashscore.com/match/ttB5SkF1/#/match-summary
2022,women,2022-06-03,Serbia,Bulgaria,3,0,1,26,24,25,15,26,24,,,,,https://www.flashscore.com/match/MuIK1Jmq/#/match-summary
2022,women,2022-06-02,Canada,Dominican Republic,3,0,1,25,18,25,15,25,18,,,,,https://www.flashscore.com/match/8SCcUBpk/#/match-summary
2022,women,2022-06-02,Germany,Japan,2,3,0,27,25,25,23,20,25,22,25,12,15,https://www.flashscore.com/match/jiIhViVr/#/match-summary
2022,women,2022-06-02,Brazil,Poland,3,0,1,25,23,25,21,25,22,,,,,https://www.flashscore.com/match/lrWQZXMR/#/match-summary
2022,women,2022-06-02,Belgium,Italy,1,3,0,25,21,19,25,23,25,20,25,,,https://www.flashscore.com/match/fLWMzE7L/#/match-summary
2022,women,2022-06-02,Bulgaria,Netherlands,3,2,1,25,15,12,25,19,25,25,15,15,7,https://www.flashscore.com/match/UmQh6auS/#/match-summary
2022,women,2022-06-02,Thailand,Serbia,3,2,1,25,23,25,27,25,20,20,25,15,12,https://www.flashscore.com/match/bgwExzw9/#/match-summary
2022,women,2022-06-01,South Korea,Japan,0,3,0,17,25,16,25,11,25,,,,,https://www.flashscore.com/match/K2vAwGN2/#/match-summary
2022,women,2022-06-01,Poland,Canada,3,1,1,20,25,25,22,25,23,25,20,,,https://www.flashscore.com/match/6oyTEWp2/#/match-summary
2022,women,2022-06-01,China,Netherlands,3,1,1,16,25,25,22,25,23,25,23,,,https://www.flashscore.com/match/SfxPFCVe/#/match-summary
2022,women,2022-06-01,Belgium,Serbia,1,3,0,25,14,16,25,17,25,22,25,,,https://www.flashscore.com/match/pWnKGhGk/#/match-summary
2022,women,2022-05-31,USA,Dominican Republic,3,0,1,25,21,25,17,25,18,,,,,https://www.flashscore.com/match/WSrGHY0q/#/match-summary
2022,women,2022-05-31,Germany,Brazil,1,3,0,27,29,25,23,25,27,21,25,,,https://www.flashscore.com/match/vXKnZ0WG/#/match-summary
2022,women,2022-05-31,Turkey,Italy,3,0,1,25,20,25,19,25,19,,,,,https://www.flashscore.com/match/0tMrzsHA/#/match-summary
2022,women,2022-05-31,Thailand,Bulgaria,3,0,1,25,20,25,22,25,20,,,,,https://www.flashscore.com/match/jcRl7uQL/#/match-summary
